time,device_address,physical_payload,gateway,crc_status,frequency,spreading_factor,bandwidth,code_rate,rssi,snr,size,mtype,fcnt,fport,payload_length,header_length,length_total,timestamps,time_diff,rate,rolling_rate_byte_sec,rolling_rate_byte_min,rolling_rate_packet_sec,rolling_rate_packet_min
2020-04-25 01:04:20.719015+00:00,26012682,QIImASYAXXkBlcIcKbnO5Kqk/w==,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-78,9.2,-1,10,31069,1.0,28,9,44,1587776660.719015,22.1443510055542,1.9869627242163928,44.0,236.0,1.0,5.0
2020-04-25 01:04:31.923268+00:00,27008243,QEOCACeAoQIBLTo0Rbx/OpaXjkJAMHV7SjFK4FWTZRb4i/m5,0000024b0b031c97,1,867700000,11.0,125.0,4/5,-83,8.5,-1,10,673,1.0,48,9,64,1587776671.923268,11.204253196716309,3.9270801210468287,64.0,256.0,1.0,5.0
2020-04-25 01:04:42.863441+00:00,26012682,QIImASYAXnkB/88cKjJfOH7QEg==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-77,7.2,-1,10,31070,1.0,28,9,44,1587776682.863441,10.940172910690308,5.849998946311142,44.0,256.0,1.0,5.0
2020-04-25 01:05:05.007826+00:00,26012682,QIImASYAX3kB3ZIKBI8N1bEKOg==,0000024b0b031c97,1,867700000,7.0,125.0,4/5,-78,10.5,-1,10,31071,1.0,28,9,44,1587776705.007826,22.14438486099243,1.9869596864488417,44.0,196.0,1.0,4.0
2020-04-25 01:05:16.673517+00:00,04a046ce,QM5GoASAXgIBt3aiNcrNv/X2tDoxhaP7aoOuwzV50E1U,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-95,7.5,-1,10,606,1.0,44,9,60,1587776716.673517,11.665691137313845,3.771743952594608,60.0,256.0,1.0,5.0
2020-04-25 01:05:27.152711+00:00,26012682,QIImASYAYHkBzz3xEQxeWR8Aqw==,0000024b0b031c97,1,867300000,7.0,125.0,4/5,-76,9.2,-1,10,31072,1.0,28,9,44,1587776727.152711,10.479193925857544,5.725631229320915,44.0,256.0,1.0,5.0
2020-04-25 01:05:32.399055+00:00,04a046e8,QOhGoASAFwABld9rNoEBVprw+PRDABjw4tz/nmIAb9Sb,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-106,-0.8,-1,10,23,1.0,44,9,60,1587776732.399055,5.246344089508057,8.386792640611155,60.0,252.0,1.0,5.0
2020-04-25 01:05:49.297744+00:00,26012682,QIImASYAYXkBvnEJ4aNZXDufIA==,0000024b0b031c97,1,867100000,7.0,125.0,4/5,-78,9.8,-1,10,31073,1.0,28,9,44,1587776749.2977438,16.898688793182373,3.5505713333336533,44.0,252.0,1.0,5.0
2020-04-25 01:06:00.843165+00:00,26012c52,QFIsASYA3RwBsUEbaIySvjKvSHfOpDr/jIpkYvOgSl12FQZ6H9KaleQvlZ9KZSw2DZ/IG+4PAgfu6M3hwzs=,0000024b0b031c97,1,868500000,12.0,125.0,4/5,-105,-5.5,-1,10,7389,1.0,84,9,100,1587776760.843165,11.54542112350464,3.8110346542858458,100.0,352.0,1.0,6.0
2020-04-25 01:06:11.442121+00:00,26012682,QIImASYAYnkBMMS2bgCv0kkdWg==,0000024b0b031c97,1,867500000,7.0,125.0,4/5,-77,8.2,-1,10,31074,1.0,28,9,44,1587776771.442121,10.598956108093262,9.43489141573489,44.0,352.0,1.0,6.0
2020-04-25 01:06:16.074769+00:00,2601242c,QCwkASYA5RwBNeaYxAp2Cc35P8gjl7S8kKtVwXSLL3Tr33ZPdVY8P7KOt8Q46HrfAs3vnnIP+71r30cJLjg=,0000024b0b031c97,1,867700000,12.0,125.0,4/5,-98,1.5,-1,10,7397,1.0,84,9,100,1587776776.0747688,4.632647752761841,9.497808240172926,100.0,392.0,1.0,6.0
2020-04-25 01:06:17.413142+00:00,048058e9,QOlYgASAbAcBxGc3ikAhbj5m7yB+FpmTmdHUt1B/DTGQsK7mRuLd8g==,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-103,-11.0,-1,10,1900,1.0,56,9,72,1587776777.413142,1.3383731842041016,74.7175759199536,72.0,464.0,1.0,7.0
2020-04-25 01:06:30.445196+00:00,26012ab2,QLIqASYA5BwBzwbBCjmBk0nki0bZ//yzdVLRGPqT6OAyNlipFR67wOplvbyc9PucnSPv5di64Y7ajre0MBc=,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-101,-6.5,-1,10,7396,1.0,84,9,100,1587776790.445196,13.03205394744873,5.524839007752523,100.0,520.0,1.0,7.0
2020-04-25 01:06:33.586930+00:00,26012682,QIImASYAY3kBSFwtkXXn+pI9Nw==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-78,7.0,-1,10,31075,1.0,28,9,44,1587776793.58693,3.1417341232299805,31.82955529578396,44.0,504.0,1.0,7.0
2020-04-25 01:06:55.731658+00:00,26012682,QIImASYAZHkBlLvbWPeZBTZ+DQ==,0000024b0b031c97,1,867300000,7.0,125.0,4/5,-79,10.2,-1,10,31076,1.0,28,9,44,1587776815.731658,22.14472794532776,1.9869289028354675,44.0,504.0,1.0,7.0
2020-04-25 01:07:13.044413+00:00,26012385,QIUjASYA7C0B7nPJuAKR5d+ZwnmsHwaJ6t/Kkk8/mD2Jvg6inG7U0KrGOzAkLuqk4XHkvYRjmxA6WGcMLSw=,0000024b0b031c97,1,867900000,12.0,125.0,4/5,-104,-17.2,-1,10,11756,1.0,84,9,100,1587776833.0444129,17.31275486946106,2.5414788305940883,100.0,460.0,1.0,6.0
2020-04-25 01:07:17.876218+00:00,26012682,QIImASYAZXkB40SOTff4QqfPsQ==,0000024b0b031c97,1,867700000,7.0,125.0,4/5,-78,9.8,-1,10,31077,1.0,28,9,44,1587776837.876218,4.831805229187012,20.69619847173057,44.0,332.0,1.0,5.0
2020-04-25 01:07:31.324837+00:00,27008243,QEOCACeAogIBTzDkbUhHZtz876/YHonKqNQTzyHWkZoqRqw2,0000024b0b031c97,1,868500000,11.0,125.0,4/5,-93,7.8,-1,10,674,1.0,48,9,64,1587776851.3248372,13.44861912727356,3.271711361857872,64.0,296.0,1.0,5.0
2020-04-25 01:07:40.020828+00:00,26012682,QIImASYAZnkB24pVCbukbW8laA==,0000024b0b031c97,1,867500000,7.0,125.0,4/5,-74,7.0,-1,10,31078,1.0,28,9,44,1587776860.020828,8.695990800857544,7.359713397315085,44.0,296.0,1.0,5.0
2020-04-25 01:07:50.251304+00:00,260122a8,QKgiASYA6y0B9Z5A9LpbZ+tV4Eo/j98sqtvr1bX09defhItGKnWdXUUZYpaihXfeOTmqofg+thidM+WeAaE=,0000024b0b031c97,1,867700000,12.0,125.0,4/5,-111,-16.0,-1,10,11755,1.0,84,9,100,1587776870.251304,10.230475902557371,4.300875190859993,100.0,396.0,1.0,6.0
2020-04-25 01:08:01.405532+00:00,2601296b,QGspASYA3hwBjFXus6tCkkm3e9UsLsJAU6HkQ8l+QTdSqII9/Blwmw2vCT3LysLGkHWQPonEe+/fxIPX3cc=,0000024b0b031c97,1,867900000,12.0,125.0,4/5,-112,-17.5,-1,10,7390,1.0,84,9,100,1587776881.405532,11.15422797203064,8.965210344521486,100.0,452.0,1.0,6.0
2020-04-25 01:08:02.165308+00:00,26012682,QIImASYAZ3kB3PfKB3FK7PKN7A==,0000024b0b031c97,1,867700000,7.0,125.0,4/5,-77,10.8,-1,10,31079,1.0,28,9,44,1587776882.165308,0.7597761154174805,131.61771997143154,44.0,496.0,1.0,7.0
2020-04-25 01:08:24.309723+00:00,26012682,QIImASYAaHkBEGNvoXK5aQpMlA==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-76,7.2,-1,10,31080,1.0,28,9,44,1587776904.309723,22.1444149017334,1.986956990972736,44.0,396.0,1.0,6.0
2020-04-25 01:08:46.454426+00:00,26012682,QIImASYAaXkB1SlsA1rPzYAC4Q==,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-81,4.2,-1,10,31081,1.0,28,9,44,1587776926.454426,22.14470314979553,1.98693112760946,44.0,332.0,1.0,5.0
2020-04-25 01:09:08.598956+00:00,26012682,QIImASYAankBV+Tg/xukHLWkdw==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-77,7.2,-1,10,31082,1.0,28,9,44,1587776948.598956,22.144530057907104,1.9869466583820776,44.0,132.0,1.0,3.0
2020-04-25 01:09:30.743333+00:00,26012682,QIImASYAa3kBL1hZRf3fWfwAyQ==,0000024b0b031c97,1,867700000,7.0,125.0,4/5,-78,10.0,-1,10,31083,1.0,28,9,44,1587776970.743333,22.14437699317932,1.986960392408078,44.0,132.0,1.0,3.0
2020-04-25 01:09:32.395658+00:00,048058b4,QLRYgASAQAYBIc14lzKUqQDiBPSK8ztXoGf8Z5uPvfT9EhNG,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-101,2.2,-1,10,1600,1.0,48,9,64,1587776972.395658,1.652324914932251,26.629145153212253,64.0,196.0,1.0,4.0
2020-04-25 01:09:52.888387+00:00,26012682,QIImASYAbHkB6PdLW3RS8zU6hQ==,0000024b0b031c97,1,867300000,7.0,125.0,4/5,-78,9.8,-1,10,31084,1.0,28,9,44,1587776992.888387,20.49272894859314,3.1230589230232173,44.0,196.0,1.0,4.0
2020-04-25 01:10:15.033235+00:00,26012682,QIImASYAbXkB9yrGInC7sT3Nkg==,0000024b0b031c97,1,867700000,7.0,125.0,4/5,-76,9.2,-1,10,31085,1.0,28,9,44,1587777015.0332348,22.144847869873047,1.986918142700804,44.0,196.0,1.0,4.0
2020-04-25 01:10:32.502918+00:00,27008243,QEOCACeAowIBfbk4XiB3flpMviuk6AIFZ+5b74I9oPezko6t,0000024b0b031c97,1,867300000,11.0,125.0,4/5,-83,7.0,-1,10,675,1.0,48,9,64,1587777032.502918,17.469683170318604,2.5186489972958994,64.0,152.0,1.0,3.0
2020-04-25 01:10:37.178126+00:00,26012682,QIImASYAbnkB8hN9d4ptkwyO7A==,0000024b0b031c97,1,867900000,7.0,125.0,4/5,-77,9.8,-1,10,31086,1.0,28,9,44,1587777037.178126,4.67520809173584,13.689230242634546,44.0,196.0,1.0,4.0
2020-04-25 01:10:59.322909+00:00,26012682,QIImASYAb3kBAyrJ4oY55kNX2A==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-77,7.5,-1,10,31087,1.0,28,9,44,1587777059.3229089,22.144782781600952,1.9869239826799072,44.0,196.0,1.0,4.0
2020-04-25 01:11:17.172486+00:00,260123af,QK8jASYAhBgBUq5wXrgy25oxzkJFU3ohHl/8q7O95JbYgmId5UzY7CVgnYoZmA/VXmEs0dT/fo/N3i6ROro=,0000024b0b031c97,1,867700000,9.0,125.0,4/5,-108,-7.0,-1,10,6276,1.0,84,9,100,1587777077.1724858,17.849576950073242,2.4650444166308074,100.0,252.0,1.0,4.0
2020-04-25 01:11:21.467613+00:00,26012682,QIImASYAcHkB8OuYsJ8HhnGS0A==,0000024b0b031c97,1,867100000,7.0,125.0,4/5,-78,9.8,-1,10,31088,1.0,28,9,44,1587777081.467613,4.2951271533966064,23.28219780895649,44.0,296.0,1.0,5.0
2020-04-25 01:11:43.612541+00:00,26012682,QIImASYAcXkB5gaX+T6oJI23qA==,0000024b0b031c97,1,867700000,7.0,125.0,4/5,-76,8.8,-1,10,31089,1.0,28,9,44,1587777103.612541,22.144927978515625,1.9869109550813413,44.0,232.0,1.0,4.0
2020-04-25 01:12:05.756854+00:00,26012682,QIImASYAcnkBC6bpxeoGb9RhSw==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-77,7.5,-1,10,31090,1.0,28,9,44,1587777125.756854,22.14431309700012,1.986966125671365,44.0,232.0,1.0,4.0
2020-04-25 01:12:27.901775+00:00,26012682,QIImASYAc3kBT+upnvDyXaHCPg==,0000024b0b031c97,1,867500000,7.0,125.0,4/5,-76,7.8,-1,10,31091,1.0,28,9,44,1587777147.9017751,22.14492106437683,1.986911575439304,44.0,132.0,1.0,3.0
2020-04-25 01:12:50.046164+00:00,26012682,QIImASYAdHkBEgqWkwVyGVsqOg==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-78,7.8,-1,10,31092,1.0,28,9,44,1587777170.046164,22.14438891410828,1.9869593227730675,44.0,132.0,1.0,3.0
2020-04-25 01:13:12.190868+00:00,26012682,QIImASYAdXkBMLlKoM6rlmfhZA==,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-77,8.8,-1,10,31093,1.0,28,9,44,1587777192.190868,22.14470386505127,1.9869310634332176,44.0,132.0,1.0,3.0
2020-04-25 01:13:23.989633+00:00,26011498,QJgUASYACxUB8G8QdhY8GmIXdHY7,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-100,-3.5,-1,10,5387,1.0,28,9,44,1587777203.989633,11.798765182495115,3.72920380390986,44.0,176.0,1.0,4.0
2020-04-25 01:13:31.151856+00:00,27008243,QEOCACeApAIBh5LV96Ydtc6L820zFMz02j8YT6Hd/HRKzQN2,0000024b0b031c97,1,867100000,11.0,125.0,4/5,-95,8.0,-1,10,676,1.0,48,9,64,1587777211.1518562,7.162223100662232,6.14334395642209,64.0,196.0,1.0,4.0
2020-04-25 01:13:34.335861+00:00,26012682,QIImASYAdnkBpBWcs0DtHm9RbA==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-78,7.2,-1,10,31094,1.0,28,9,44,1587777214.335861,3.184004783630371,20.100472313684097,44.0,240.0,1.0,5.0
2020-04-25 01:13:56.480464+00:00,26012682,QIImASYAd3kBsxAxI787/O08PQ==,0000024b0b031c97,1,867500000,7.0,125.0,4/5,-77,6.8,-1,10,31095,1.0,28,9,44,1587777236.480464,22.14460301399231,1.986940112324349,44.0,240.0,1.0,5.0
2020-04-25 01:14:18.625455+00:00,26012682,QIImASYAeHkBQGRqZBQvlqbAKg==,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-77,9.2,-1,10,31096,1.0,28,9,44,1587777258.6254551,22.144991159439087,1.9869052863110053,44.0,240.0,1.0,5.0
2020-04-25 01:14:40.770206+00:00,26012682,QIImASYAeXkBM2rdcIP0AYFUEA==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-77,8.2,-1,10,31097,1.0,28,9,44,1587777280.770206,22.144750833511356,1.986926849202358,44.0,132.0,1.0,3.0
2020-04-25 01:15:02.914872+00:00,26012682,QIImASYAenkBDyeXyZ1GPvs4Hg==,0000024b0b031c97,1,867100000,7.0,125.0,4/5,-78,8.8,-1,10,31098,1.0,28,9,44,1587777302.9148722,22.14466619491577,1.9869344433876373,44.0,132.0,1.0,3.0
2020-04-25 01:15:25.059633+00:00,26012682,QIImASYAe3kBpFRdUqiPR0uw/Q==,0000024b0b031c97,1,867900000,7.0,125.0,4/5,-78,10.0,-1,10,31099,1.0,28,9,44,1587777325.0596328,22.144760608673096,1.9869259721311776,44.0,132.0,1.0,3.0
2020-04-25 01:15:47.203912+00:00,26012682,QIImASYAfHkBj7uOEYY0HPbGeg==,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-78,10.5,-1,10,31100,1.0,28,9,44,1587777347.203912,22.14427924156189,1.986969163458606,44.0,132.0,1.0,3.0
2020-04-25 01:16:09.348840+00:00,26012682,QIImASYAfXkB//6tmoYgLH7wyg==,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-75,8.5,-1,10,31101,1.0,28,9,44,1587777369.34884,22.144927978515625,1.9869109550813413,44.0,132.0,1.0,3.0
2020-04-25 01:16:25.843746+00:00,27008243,QEOCACeApQIBSdsSTuotJRPdGHqxzB9VWHVwzDvaDbCAxbdR,0000024b0b031c97,1,868100000,11.0,125.0,4/5,-80,7.8,-1,10,677,1.0,48,9,64,1587777385.843746,16.494905948638916,2.667490201945085,64.0,152.0,1.0,3.0
2020-04-25 01:16:31.493696+00:00,26012682,QIImASYAfnkBkqtEjoAgETr7ew==,0000024b0b031c97,1,867900000,7.0,125.0,4/5,-76,9.2,-1,10,31102,1.0,28,9,44,1587777391.493696,5.64995002746582,11.327533816915192,44.0,196.0,1.0,4.0
2020-04-25 01:16:53.638385+00:00,26012682,QIImASYAf3kBaBDdukTn/s0WUg==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-77,8.2,-1,10,31103,1.0,28,9,44,1587777413.6383848,22.144688844680783,1.986932411135184,44.0,196.0,1.0,4.0
2020-04-25 01:17:15.783050+00:00,26012682,QIImASYAgHkBuN1LeY1qxKQNZw==,0000024b0b031c97,1,867700000,7.0,125.0,4/5,-76,9.2,-1,10,31104,1.0,28,9,44,1587777435.78305,22.14466524124145,1.986934528956253,44.0,196.0,1.0,4.0
2020-04-25 01:17:37.927953+00:00,26012682,QIImASYAgXkBFjV2GTjvvdyThg==,0000024b0b031c97,1,867500000,7.0,125.0,4/5,-78,6.2,-1,10,31105,1.0,28,9,44,1587777457.927953,22.14490294456482,1.986913201206837,44.0,132.0,1.0,3.0
2020-04-25 01:18:00.072961+00:00,26012682,QIImASYAgnkBuGsh2kR183K/9w==,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-78,9.0,-1,10,31106,1.0,28,9,44,1587777480.072961,22.145008087158203,1.9869037675138808,44.0,132.0,1.0,3.0
2020-04-25 01:18:22.217704+00:00,26012682,QIImASYAg3kBBSun+lwf6FCinw==,0000024b0b031c97,1,867300000,7.0,125.0,4/5,-78,9.2,-1,10,31107,1.0,28,9,44,1587777502.2177038,22.144742727279663,1.9869275765302652,44.0,132.0,1.0,3.0
2020-04-25 01:18:44.362666+00:00,26012682,QIImASYAhHkBgOFP/JRe95pBNg==,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-78,8.2,-1,10,31108,1.0,28,9,44,1587777524.362666,22.14496207237244,1.986907896080501,44.0,132.0,1.0,3.0
2020-04-25 01:19:06.507363+00:00,26012682,QIImASYAhXkBWCDsV9VYVQDMMw==,0000024b0b031c97,1,867700000,7.0,125.0,4/5,-76,9.8,-1,10,31109,1.0,28,9,44,1587777546.507363,22.14469718933105,1.9869316624116435,44.0,132.0,1.0,3.0
2020-04-25 01:19:27.424364+00:00,27008243,QEOCACeApgIBNXy8uQBsgrsvkLKsnpeGwz69BWBW88SS7di5,0000024b0b031c97,1,867900000,11.0,125.0,4/5,-95,8.8,-1,10,678,1.0,48,9,64,1587777567.424364,20.917001008987427,2.10355203315688,64.0,152.0,1.0,3.0
2020-04-25 01:19:28.652065+00:00,26012682,QIImASYAhnkBzv8pjK9mOy2ALA==,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-77,9.2,-1,10,31110,1.0,28,9,44,1587777568.652065,1.22770094871521,52.12995890161693,44.0,196.0,1.0,4.0
2020-04-25 01:19:50.796627+00:00,26012682,QIImASYAh3kB67HA2fdBW3jpwQ==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-76,7.8,-1,10,31111,1.0,28,9,44,1587777590.796627,22.144562005996704,1.98694379180247,44.0,196.0,1.0,4.0
2020-04-25 01:20:12.941420+00:00,26012682,QIImASYAiHkBJLj5FM5PlzzS8w==,0000024b0b031c97,1,867700000,7.0,125.0,4/5,-78,8.2,-1,10,31112,1.0,28,9,44,1587777612.94142,22.144793033599854,1.986923062827441,44.0,196.0,1.0,4.0
2020-04-25 01:20:35.086130+00:00,26012682,QIImASYAiXkBHIi8iPVeiuxDSw==,0000024b0b031c97,1,867900000,7.0,125.0,4/5,-76,8.8,-1,10,31113,1.0,28,9,44,1587777635.08613,22.144709825515747,1.9869305286313568,44.0,132.0,1.0,3.0
2020-04-25 01:20:57.230844+00:00,26012682,QIImASYAinkBzRBN1iQ9ur/jXQ==,0000024b0b031c97,1,867500000,7.0,125.0,4/5,-78,5.8,-1,10,31114,1.0,28,9,44,1587777657.230844,22.14471411705017,1.986930143574195,44.0,132.0,1.0,3.0
2020-04-25 01:21:19.375707+00:00,26012682,QIImASYAi3kBxRYUmS1UW8+jUw==,0000024b0b031c97,1,867700000,7.0,125.0,4/5,-78,9.5,-1,10,31115,1.0,28,9,44,1587777679.375707,22.14486289024353,1.9869167950181932,44.0,132.0,1.0,3.0
2020-04-25 01:21:41.520700+00:00,26012682,QIImASYAjHkBvbPhcG2QjzznFA==,0000024b0b031c97,1,867500000,7.0,125.0,4/5,-75,7.0,-1,10,31116,1.0,28,9,44,1587777701.5207,22.14499306678772,1.9869051151788188,44.0,132.0,1.0,3.0
2020-04-25 01:22:03.665388+00:00,26012682,QIImASYAjXkByuZEqn/3It9qvA==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-78,7.8,-1,10,31117,1.0,28,9,44,1587777723.665388,22.14468812942505,1.9869324753115132,44.0,132.0,1.0,3.0
2020-04-25 01:22:25.810323+00:00,26012682,QIImASYAjnkBT21lkkrgjjPXHw==,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-76,9.2,-1,10,31118,1.0,28,9,44,1587777745.810323,22.14493489265442,1.9869103347237664,44.0,132.0,1.0,3.0
2020-04-25 01:22:32.253666+00:00,27008243,QEOCACeApwIBq7OQbq4chIJ8k3tU7D21Aegdx0ZFxzx1IP8E,0000024b0b031c97,1,868100000,11.0,125.0,4/5,-80,7.8,-1,10,679,1.0,48,9,64,1587777752.2536662,6.443343162536621,6.82875316277242,64.0,196.0,1.0,4.0
2020-04-25 01:22:47.955134+00:00,26012682,QIImASYAj3kBnzI/xCVR1oOt1Q==,0000024b0b031c97,1,867500000,7.0,125.0,4/5,-76,6.5,-1,10,31119,1.0,28,9,44,1587777767.955134,15.701467752456663,4.076052061437792,44.0,196.0,1.0,4.0
2020-04-25 01:23:10.100014+00:00,26012682,QIImASYAkHkBT6P3gjcx3xjkYA==,0000024b0b031c97,1,867700000,7.0,125.0,4/5,-75,9.5,-1,10,31120,1.0,28,9,44,1587777790.100014,22.144880056381226,1.9869152548117344,44.0,196.0,1.0,4.0
2020-04-25 01:23:23.992520+00:00,26011498,QJgUASYADBUBOiNvf537dRuNG9nL,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-101,4.2,-1,10,5388,1.0,28,9,44,1587777803.99252,13.892505884170532,3.167175192643589,44.0,240.0,1.0,5.0
2020-04-25 01:23:32.244861+00:00,26012682,QIImASYAkXkB2gWAG7N5nLAOVw==,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-78,9.0,-1,10,31121,1.0,28,9,44,1587777812.244861,8.252341032028198,5.331820368212051,44.0,176.0,1.0,4.0
2020-04-25 01:23:54.389405+00:00,26012682,QIImASYAknkBwHjS6DOC+pUVKA==,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-78,10.0,-1,10,31122,1.0,28,9,44,1587777834.389405,22.14454412460327,1.986945396230336,44.0,176.0,1.0,4.0
2020-04-25 01:24:16.534244+00:00,26012682,QIImASYAk3kBYscX1bFcpIPVfA==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-77,7.2,-1,10,31123,1.0,28,9,44,1587777856.534244,22.14483904838562,1.986918934197792,44.0,176.0,1.0,4.0
2020-04-25 01:24:38.678990+00:00,26012682,QIImASYAlHkBV6r3HLXeZZrAdA==,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-76,9.8,-1,10,31124,1.0,28,9,44,1587777878.67899,22.14474606513977,1.986927277042239,44.0,132.0,1.0,3.0
