time,device_address,physical_payload,gateway,crc_status,frequency,spreading_factor,bandwidth,code_rate,rssi,snr,size,mtype,fcnt,fport,payload_length,header_length,length_total,timestamps,time_diff,rate,rolling_rate_byte_sec,rolling_rate_byte_min,rolling_rate_packet_sec,rolling_rate_packet_min
2020-04-25 18:21:57.754837+00:00,2000000a,QAoAACCAw5QKAGuuZT7GdmkKI+VOfo+ZDAc=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-109,-6.8,-1,10,38083,10.0,36,9,45,1587838917.754837,8.064013004302979,6.076379089896491,45.0,94.0,1.0,2.0
2020-04-25 18:22:02.336572+00:00,20000007,QAcAACCAmbAKgmUmWHyzkQPEEk4W+oJnJGI=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-99,-8.5,-1,10,45209,10.0,36,9,45,1587838922.336572,4.581734895706177,9.821607103931798,45.0,139.0,1.0,3.0
2020-04-25 18:22:19.277757+00:00,20000001,QAEAACCAmrAKx+gDdLPRV3FZneN4aJ5k32Q=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-109,-3.8,-1,10,45210,10.0,36,9,45,1587838939.277757,16.941184997558594,2.656248663035377,45.0,184.0,1.0,4.0
2020-04-25 18:22:33.897810+00:00,20000006,QAYAACCAmbAKJob0PAf0DWp0LDAYNg2Yl1A=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-107,-7.0,-1,10,45209,10.0,36,9,45,1587838953.89781,14.620053052902222,3.0779642069128514,45.0,229.0,1.0,5.0
2020-04-25 18:23:27.165639+00:00,20000019,QBkAACCAxZQKoIvOZuddgvMpXYZAlQ6Z1zU=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-108,-3.0,-1,10,38085,10.0,36,9,45,1587839007.165639,53.267828941345215,0.8447875743077653,45.0,90.0,1.0,2.0
2020-04-25 18:23:56.703256+00:00,20000005,QAUAACCAxpQKPPFWN1+CbHuaOwWP6V9ovTY=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-107,-5.2,-1,10,38086,10.0,36,9,45,1587839036.703256,29.537617206573486,1.5234810474145293,45.0,90.0,1.0,2.0
2020-04-25 18:24:02.676766+00:00,2000008b,QIsAACCAcDYKDjpuMIwopROdPydbv+P7htY=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-108,-5.2,-1,10,13936,10.0,36,9,45,1587839042.676766,5.973509788513184,7.533259606694404,45.0,135.0,1.0,3.0
2020-04-25 18:24:02.820543+00:00,26012e76,QHYuASaAItgKjDQkiESi+MW7j7eB/G6thg==,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-102,-2.0,-1,10,55330,10.0,36,9,45,1587839042.820543,0.1437771320343017,312.9844041489441,90.0,180.0,2.0,4.0
2020-04-25 18:24:14.343657+00:00,20000001,QAEAACCAxJQK5nSP2Q+8dk/1bX3+cnKuPAMlHRg=,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-103,-7.0,-1,10,38084,10.0,40,9,49,1587839054.343657,11.52311396598816,3.905194388671573,49.0,229.0,1.0,5.0
2020-04-25 18:25:03.836763+00:00,2000000a,QAoAACCAxZQKTYDP18trt5s0MkQVweJKsp8=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-106,-0.5,-1,10,38085,10.0,36,9,45,1587839103.836763,49.4931058883667,0.9900368772677368,45.0,94.0,1.0,2.0
2020-04-25 18:25:12.201833+00:00,20000002,QAIAACCApJUK/ThfqZhv9re+e+VSYKVr4BXTIr8=,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-106,-6.2,-1,10,38308,10.0,40,9,49,1587839112.201833,8.365070104598999,5.379512596703718,49.0,143.0,1.0,3.0
2020-04-25 18:25:18.096732+00:00,20000000,QAAAACCAlZUKtMZDBCjPDfJtUdsXl+qcWoI=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-102,-2.0,-1,10,38293,10.0,36,9,45,1587839118.096732,5.894898891448975,8.312271491386976,45.0,139.0,1.0,3.0
2020-04-25 18:25:58.590954+00:00,2000000e,QA4AACCAxpQKszHE4k6S4zlXBLBOBg0DDOY=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-107,-6.0,-1,10,38086,10.0,36,9,45,1587839158.590954,40.49422216415405,1.1112696477433397,45.0,184.0,1.0,4.0
2020-04-25 18:26:31.311254+00:00,2000000b,QAsAACCAxpQKPFyn17PO0+5r/foq5fpnEgc=,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-103,-1.0,-1,10,38086,10.0,36,9,45,1587839191.311254,32.72029995918274,1.3752930155327332,45.0,90.0,1.0,2.0
2020-04-25 18:26:37.642516+00:00,20000005,QAUAACCAwZQKFr0pChEDht1QkLAuuEkuwKM=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-109,-7.8,-1,10,38081,10.0,36,9,45,1587839197.642516,6.331261873245239,7.107587855457664,45.0,135.0,1.0,3.0
2020-04-25 18:26:44.685642+00:00,20000000,QAAAACCAx5QKGXKG/y8Qwpj0cSHC5Ft4jNI=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-107,-1.5,-1,10,38087,10.0,36,9,45,1587839204.685642,7.043126106262207,6.389208331793101,45.0,180.0,1.0,4.0
2020-04-25 18:26:49.160514+00:00,2000002c,QCwAACCAjZYKyd8ayQJN2RratsLqB6K7vFE=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-112,-2.8,-1,10,38541,10.0,36,9,45,1587839209.160514,4.47487211227417,10.056153309179289,45.0,225.0,1.0,5.0
2020-04-25 18:27:33.882996+00:00,20000006,QAYAACCAmrAKPMWpkHvetrphUKgP2FEj/44=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-108,-3.5,-1,10,45210,10.0,36,9,45,1587839253.882996,44.72248196601868,1.0062053361482082,45.0,180.0,1.0,4.0
2020-04-25 18:27:39.747938+00:00,20000000,QAAAACCAxJQKdWmmB1gsOhO58HvsNuiAdlqjYEY=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-108,-6.8,-1,10,38084,10.0,40,9,49,1587839259.7479382,5.8649420738220215,7.672710051281843,49.0,184.0,1.0,4.0
2020-04-25 18:28:27.824611+00:00,20000002,QAIAACCAqLEKBIKgXm7hM/lArPnzTZOFRJm4ED4=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-109,-6.5,-1,10,45480,10.0,40,9,49,1587839307.8246112,48.07667303085327,1.01920530084422,49.0,143.0,1.0,3.0
2020-04-25 18:28:31.962338+00:00,20000002,QAIAACCAl5UK2mP3SpimMjAP14SIxu0CziI=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-108,-1.0,-1,10,38295,10.0,36,9,45,1587839311.962338,4.137726783752441,11.842251207210603,45.0,188.0,1.0,4.0
2020-04-25 18:28:33.605337+00:00,20000017,QBcAACCAxpQK6k4sXSm/AUwnDLYKRl8zRds=,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-103,-5.0,-1,10,38086,10.0,36,9,45,1587839313.6053371,1.6429991722106934,27.388936501685183,45.0,188.0,1.0,4.0
2020-04-25 18:29:02.961145+00:00,26012e76,QHYuASaAI9gKepLWtjp4SuX+PONkFHHQCg==,0000024b0b031c97,1,867100000,12.0,125.0,4/5,-88,-13.2,-1,10,55331,10.0,36,9,45,1587839342.9611452,29.35580801963806,1.5329164153783978,45.0,184.0,1.0,4.0
2020-04-25 18:30:37.827890+00:00,20000033,QDMAACCAjZYKhv8iC6fVr4YynjwwZTBRtZE=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-109,-7.8,-1,10,38541,10.0,36,9,45,1587839437.82789,94.8667447566986,0.4743495743994369,45.0,45.0,1.0,1.0
2020-04-25 18:31:05.380016+00:00,2000000c,QAwAACCAyJQKfD8PdlLdPUrqopZXYKhRIvAvOsw=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-108,-0.5,-1,10,38088,10.0,40,9,49,1587839465.380016,27.552126169204712,1.6332677820812591,49.0,94.0,1.0,2.0
2020-04-25 18:31:37.628318+00:00,20000005,QAUAACCAwpQKiPsKfqhKRlpR2t2CW81cMoU=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-108,-8.0,-1,10,38082,10.0,36,9,45,1587839497.6283178,32.24830174446106,1.519459858329321,45.0,94.0,1.0,2.0
2020-04-25 18:32:03.704912+00:00,14000006,QAYAABSA8bEKpjfWVa/+Pi5SIkvUs8SmyCo=,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-109,-14.0,-1,10,45553,10.0,36,9,45,1587839523.704912,26.07659411430359,1.725685486484468,45.0,139.0,1.0,3.0
2020-04-25 18:33:32.479930+00:00,20000002,QAIAACCAmJUKDSz5m0dR6winA1IBWRMcvXzySyg=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-106,-7.8,-1,10,38296,10.0,40,9,49,1587839612.4799302,88.77501821517944,0.5068993609319874,49.0,49.0,1.0,1.0
2020-04-25 18:33:33.590155+00:00,20000017,QBcAACCAx5QKMFFO8+mnKEGtUt2eevc+BTI=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-106,-4.5,-1,10,38087,10.0,36,9,45,1587839613.5901551,1.110224962234497,44.13519932156815,45.0,94.0,1.0,2.0
2020-04-25 18:33:40.948537+00:00,20000001,QAEAACCAx5QKwi/CQTsPVmAcLbhvij858Qs=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-111,-9.2,-1,10,38087,10.0,36,9,45,1587839620.948537,7.358381986618042,6.1154748532812,45.0,139.0,1.0,3.0
2020-04-25 18:33:48.965373+00:00,20000001,QAEAACCAqbEK+DVauD40cFBPNj8x/ej/SRg=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-108,-5.8,-1,10,45481,10.0,36,9,45,1587839628.965373,8.016835927963257,5.613187098296101,45.0,184.0,1.0,4.0
2020-04-25 18:34:03.101755+00:00,26012e76,QHYuASaAJNgKg2jM8fx1MUuGLoAU8AqAAg==,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-107,-2.5,-1,10,55332,10.0,36,9,45,1587839643.101755,14.13638186454773,3.183275638079242,45.0,229.0,1.0,5.0
2020-04-25 18:34:13.783517+00:00,20000001,QAEAACCAxpQKm7YpW66mWFlIOluKY32jmKI=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-105,-6.8,-1,10,38086,10.0,36,9,45,1587839653.783517,10.681761980056764,4.212788122785046,45.0,274.0,1.0,6.0
2020-04-25 18:34:15.773342+00:00,2000002b,QCsAACCAjpYKt4jzmYRwPlYyOOshWb/bh8I=,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-106,-6.2,-1,10,38542,10.0,36,9,45,1587839655.773342,1.9898250102996824,22.615053970611548,45.0,319.0,1.0,7.0
2020-04-25 18:34:47.565125+00:00,14000004,QAQAABSA8bEKWcynyvrBzkDRadtCfo8Nv1I=,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-105,-14.0,-1,10,45553,10.0,36,9,45,1587839687.5651252,31.791783332824707,1.4154600743500267,45.0,225.0,1.0,5.0
2020-04-25 18:35:00.185040+00:00,2000000c,QAwAACCAcWUKYfdN2tJXtEWcrxtRAcUmPd4=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-107,-3.8,-1,10,25969,10.0,36,9,45,1587839700.1850398,12.619914531707764,3.565792770381819,45.0,225.0,1.0,5.0
2020-04-25 18:35:11.639364+00:00,20000002,QAIAACCAppUKYftFM1GkLsRZ67tw+R6dh0o=,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-103,-10.5,-1,10,38310,10.0,36,9,45,1587839711.639364,11.45432424545288,3.928647298234466,45.0,225.0,1.0,5.0
2020-04-25 18:35:30.619045+00:00,2000000d,QA0AACCAyJQKYl5RoCdeRBrRLRkUCfdNeO5VZRI=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-106,-7.5,-1,10,38088,10.0,40,9,49,1587839730.619045,18.97968101501465,2.370956601662637,49.0,184.0,1.0,4.0
2020-04-25 18:36:04.829820+00:00,2000000c,QAwAACCAyZQKFvJAClZMbLODvfcrBzNI4R0=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-107,-8.0,-1,10,38089,10.0,36,9,45,1587839764.82982,34.21077489852905,1.432297284856498,45.0,139.0,1.0,3.0
2020-04-25 18:36:56.534475+00:00,20000001,QAEAACCAppUKn7nbe79Ai5t6Vz52tedA8oU=,0000024b0b031c97,1,868500000,12.0,125.0,4/5,-100,-12.2,-1,10,38310,10.0,36,9,45,1587839816.534475,51.704655170440674,0.8703278235133904,45.0,90.0,1.0,2.0
2020-04-25 18:37:02.814224+00:00,20000007,QAcAACCAnLAKQP9s7/arK8Mwsp8RzCq/W1XIG34=,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-105,-5.5,-1,10,45212,10.0,40,9,49,1587839822.8142238,6.2797486782073975,7.165891870189556,49.0,139.0,1.0,3.0
2020-04-25 18:37:19.232356+00:00,20000001,QAEAACCAnbAKwQO/83KF2ZENcUquOHT0wDE=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-108,-3.8,-1,10,45213,10.0,36,9,45,1587839839.232356,16.418132305145264,2.98450512453502,45.0,139.0,1.0,3.0
2020-04-25 18:37:53.385640+00:00,20000012,QBIAACCAyJQK2dMIOv8f6FAeX4R/Cv7VRSmPJsE=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-109,2.5,-1,10,38088,10.0,40,9,49,1587839873.38564,34.1532838344574,1.3175892607609023,49.0,188.0,1.0,4.0
2020-04-25 18:38:00.809319+00:00,20000006,QAYAACCAl5UKI7F42c9W6yosNuKAGLYaDJ4=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-113,-7.0,-1,10,38295,10.0,36,9,45,1587839880.809319,7.423679113388061,6.600500809852098,45.0,188.0,1.0,4.0
2020-04-25 18:38:31.930668+00:00,20000002,QAIAACCAmZUKxDFd/AX1tIKi96dtK/e2WFg=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-108,-1.0,-1,10,38297,10.0,36,9,45,1587839911.930668,31.121349096298218,1.4459527400549803,45.0,139.0,1.0,3.0
2020-04-25 18:38:34.108429+00:00,20000017,QBcAACCAyJQKoDSjBxXyHeSXftt090BQEFR4RDw=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-96,-3.5,-1,10,38088,10.0,40,9,49,1587839914.108429,2.1777608394622803,20.66342602207464,49.0,188.0,1.0,4.0
2020-04-25 18:39:03.242419+00:00,26012e76,QHYuASaAJdgKMWQ98PJBDvWvTtNTbUTRpA==,0000024b0b031c97,1,867300000,12.0,125.0,4/5,-100,-4.2,-1,10,55333,10.0,36,9,45,1587839943.242419,29.133990049362183,1.6818842841978912,45.0,139.0,1.0,3.0
2020-04-25 18:39:13.767239+00:00,20000001,QAEAACCAx5QKXCCtwrX/kjFrAVHiotwQ4ek=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-105,-5.0,-1,10,38087,10.0,36,9,45,1587839953.7672389,10.52481985092163,4.275607624396485,45.0,184.0,1.0,4.0
2020-04-25 18:40:18.592980+00:00,20000000,QAAAACCAmJUKMHoZZQgontuouTVOGxgHbZ+GvBE=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-107,0.0,-1,10,38296,10.0,40,9,49,1587840018.59298,64.82574105262756,0.6941686939369901,49.0,49.0,1.0,1.0
2020-04-25 18:40:56.821216+00:00,20000034,QDQAACCAj5YKhBiV3HTfBaRn9gElOrFwZU4=,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-105,-8.5,-1,10,38543,10.0,36,9,45,1587840056.821216,38.22823619842529,1.281775066619956,45.0,94.0,1.0,2.0
2020-04-25 18:41:31.264421+00:00,2000000b,QAsAACCAyZQK16xbKOswW2di1FjZwcUApfE=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-108,-4.2,-1,10,38089,10.0,36,9,45,1587840091.2644212,34.44320511817932,1.3064986212984209,45.0,90.0,1.0,2.0
2020-04-25 18:41:49.630086+00:00,2000002c,QCwAACCAkJYKrm+81qH0nxyWmAXIiGtN91YsRsI=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-107,-4.5,-1,10,38544,10.0,40,9,49,1587840109.630086,18.36566472053528,2.4502244097750494,49.0,139.0,1.0,3.0
2020-04-25 18:42:02.276506+00:00,20000007,QAcAACCAnbAKJhSVUR79KuUQmoD85Ekonx0=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-103,-2.8,-1,10,45213,10.0,36,9,45,1587840122.2765062,12.646420240402222,3.874614244073352,45.0,139.0,1.0,3.0
2020-04-25 18:42:26.413740+00:00,200000f0,QPAAACCAdDYKO3HPJMmbSZpSvUAawkBuipijVgU=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-108,-8.2,-1,10,13940,10.0,40,9,49,1587840146.41374,24.13723373413086,1.864339571620773,49.0,188.0,1.0,4.0
2020-04-25 18:43:17.857364+00:00,20000018,QBgAACCAyZQKKhVz0TLCOR9x+D06c7P1/5w=,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-102,-6.2,-1,10,38089,10.0,36,9,45,1587840197.857364,51.4436240196228,0.952498991542845,45.0,94.0,1.0,2.0
2020-04-25 18:43:33.559791+00:00,20000017,QBcAACCAyZQKS908+ajdS4x5yTgPW4TsJ4A=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-105,-1.0,-1,10,38089,10.0,36,9,45,1587840213.559791,15.70242714881897,2.865798998684391,45.0,90.0,1.0,2.0
2020-04-25 18:44:02.614862+00:00,2000008b,QIsAACCAdDYKUVTI/V1KbsWW440BuapSDwZdGsA=,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-103,-5.8,-1,10,13940,10.0,40,9,49,1587840242.614862,29.055070877075195,1.5487830055684204,49.0,139.0,1.0,3.0
2020-04-25 18:44:31.163189+00:00,20000009,QAkAACCAyJQKMgvfIphOwMfMIq4UooVElzb80yY=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-109,-4.5,-1,10,38088,10.0,40,9,49,1587840271.163189,28.54832696914673,1.7163877957876894,49.0,143.0,1.0,3.0
2020-04-25 18:45:04.655354+00:00,26012de0,QOAtASaAs3EKlI8g2PzLBha7oWpsG1wakQ==,0000024b0b031c97,1,867100000,7.0,125.0,4/5,-112,-8.8,-1,10,29107,10.0,36,9,45,1587840304.655354,33.492165088653564,1.4630287373269923,45.0,94.0,1.0,2.0
2020-04-25 18:45:12.139401+00:00,20000002,QAIAACCAqJUKQmyyAgzIGx/3fBKZlIyhBjeRR0c=,0000024b0b031c97,1,868300000,12.0,125.0,4/5,-103,-15.2,-1,10,38312,10.0,40,9,49,1587840312.139401,7.484046936035156,6.012789655731337,49.0,143.0,1.0,3.0
2020-04-25 18:45:24.367388+00:00,20000003,QAMAACCAxpQKN+QgQREXsexOGu+ypANqifc=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-105,-4.8,-1,10,38086,10.0,36,9,45,1587840324.367388,12.227987051010132,4.007200841446116,45.0,188.0,1.0,4.0
2020-04-25 18:45:53.215659+00:00,20000010,QBAAACCAypQKiyrCSvmglt9sqCmX/ycz1dw=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-113,-8.2,-1,10,38090,10.0,36,9,45,1587840353.215659,28.848270893096924,1.5598855185032254,45.0,184.0,1.0,4.0
2020-04-25 18:46:31.248799+00:00,2000000b,QAsAACCAypQKLuaDAndcktygY2UivUnXd3k=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-103,-2.5,-1,10,38090,10.0,36,9,45,1587840391.248799,38.03314018249512,1.183178664293184,45.0,90.0,1.0,2.0
2020-04-25 18:46:39.807340+00:00,2000000b,QAsAACCAw5QKG6be9g79JcVH+WLeuhWj9gE=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-108,-8.5,-1,10,38083,10.0,36,9,45,1587840399.80734,8.558541059494019,5.257905487300473,45.0,135.0,1.0,3.0
2020-04-25 18:47:19.202128+00:00,20000001,QAEAACCAn7AKNixdFD2wuAvDT8Hvpd6BntY=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-108,-6.2,-1,10,45215,10.0,36,9,45,1587840439.202128,39.39478778839111,1.1422830919084337,45.0,135.0,1.0,3.0
2020-04-25 18:47:25.834230+00:00,200000f0,QPAAACCAdTYKGi9Bo16Lp+fzLto=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-107,-7.2,-1,10,13941,10.0,28,9,37,1587840445.83423,6.632102012634277,6.785179105248105,37.0,172.0,1.0,4.0
2020-04-25 18:47:40.409738+00:00,14000005,QAUAABSA9LEKAkz7WLtNQ0YcyjhWN/sisqfrRxo=,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-111,-12.5,-1,10,45556,10.0,40,9,49,1587840460.409738,14.57550811767578,2.538504983927795,49.0,131.0,1.0,3.0
2020-04-25 18:48:27.761489+00:00,20000002,QAIAACCArLEKo2Tr61QxIOxOa8A94DmeEst3MI0=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-109,-3.8,-1,10,45484,10.0,40,9,49,1587840507.761489,47.35175085067749,1.0348086210058045,49.0,98.0,1.0,2.0
2020-04-25 18:48:31.898977+00:00,20000002,QAIAACCAm5UK3SQEqVeXPoJqflWonZQRE9U=,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-101,-7.2,-1,10,38299,10.0,36,9,45,1587840511.898977,4.137488126754761,11.842934287386862,45.0,143.0,1.0,3.0
2020-04-25 18:48:33.544599+00:00,20000017,QBcAACCAypQKWpHF0W1j9kbPanlVg9/CX4U=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-107,-9.5,-1,10,38090,10.0,36,9,45,1587840513.544599,1.6456220149993896,27.345283175502907,45.0,188.0,1.0,4.0
2020-04-25 18:49:03.523800+00:00,26012e76,QHYuASaAJ9gKADieQuNUy9anM5uuw/QbyA==,0000024b0b031c97,1,867900000,12.0,125.0,4/5,-108,-5.8,-1,10,55335,10.0,36,9,45,1587840543.5238,29.97920107841492,1.5010406675713612,45.0,184.0,1.0,4.0
2020-04-25 18:49:54.885072+00:00,14000002,QAIAABSA9LEKTebW7U3UMxg35NuubtgXd0jxATE=,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-101,-12.2,-1,10,45556,10.0,40,9,49,1587840594.8850718,51.36127161979675,0.876146531828763,49.0,94.0,1.0,2.0
2020-04-25 18:50:00.666205+00:00,2000000c,QAwAACCAdGUKRJGn3otvc9cvpgWtJAluOGM9X18=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-100,-8.2,-1,10,25972,10.0,40,9,49,1587840600.666205,5.78113317489624,8.475846952077774,49.0,143.0,1.0,3.0
2020-04-25 18:50:56.791722+00:00,20000034,QDQAACCAkZYKrW1q8TlrTX9dyA2VJMXf2+U=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-102,-0.5,-1,10,38545,10.0,36,9,45,1587840656.791722,56.12551712989807,0.8730431808154814,45.0,94.0,1.0,2.0
2020-04-25 18:50:58.515011+00:00,2000000e,QA4AACCAy5QKs09B9PzV6z0IPwZg5VzR9zA=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-103,-5.0,-1,10,38091,10.0,36,9,45,1587840658.515011,1.7232890129089355,26.11285725314257,45.0,139.0,1.0,3.0
2020-04-25 18:51:31.233191+00:00,2000000b,QAsAACCAy5QKspCpTsHOLU12Vy5uWRWwoKk=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-108,-3.5,-1,10,38091,10.0,36,9,45,1587840691.233191,32.71817994117737,1.3753821294736932,45.0,135.0,1.0,3.0
2020-04-25 18:51:56.490008+00:00,20000001,QAEAACCAqZUKwdBYaShxwfeOql6odvuCgwY=,0000024b0b031c97,1,868500000,12.0,125.0,4/5,-98,-12.8,-1,10,38313,10.0,36,9,45,1587840716.490008,25.25681710243225,1.7816971876344017,45.0,135.0,1.0,3.0
2020-04-25 18:52:25.817759+00:00,200000f0,QPAAACCAdjYKbJqhNic5XXzeGVw=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-111,-3.0,-1,10,13942,10.0,28,9,37,1587840745.817759,29.32775092124939,1.5343829167409937,37.0,127.0,1.0,3.0
2020-04-25 18:52:52.807711+00:00,20000012,QBIAACCAy5QK0FbCP2iBO9CFNXUZ8l9HGgg=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-106,-6.5,-1,10,38091,10.0,36,9,45,1587840772.807711,26.989951848983765,1.3708805486955005,45.0,127.0,1.0,3.0
2020-04-25 18:53:10.971601+00:00,2000002e,QC4AACCAkpYKGG1BgrmDX2EPo1N50STWpPM=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-111,-7.5,-1,10,38546,10.0,36,9,45,1587840790.971601,18.16389012336731,2.4774428657278005,45.0,127.0,1.0,3.0
2020-04-25 18:53:33.529402+00:00,20000017,QBcAACCAy5QK4MXRByYPkcucvEQvNkw6m0Q=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-109,-3.8,-1,10,38091,10.0,36,9,45,1587840813.529402,22.557801008224487,1.994875297622901,45.0,135.0,1.0,3.0
2020-04-25 18:54:03.664584+00:00,26012e76,QHYuASaAKNgK8igH/gg9iXKd4o2MFRYTEg==,0000024b0b031c97,1,867100000,12.0,125.0,4/5,-103,-11.5,-1,10,55336,10.0,36,9,45,1587840843.664584,30.13518190383911,1.4932712250947842,45.0,135.0,1.0,3.0
2020-04-25 18:54:47.503866+00:00,14000004,QAQAABSA9bEKnUNu8uSDGtrKWgPs/NnbFZ4=,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-112,-11.8,-1,10,45557,10.0,36,9,45,1587840887.5038662,43.839282274246216,1.0264766589583438,45.0,90.0,1.0,2.0
2020-04-25 18:55:03.750812+00:00,2000000a,QAoAACCAy5QKexjCrnBT2QtTQFY+ZjvfZeg=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-98,-6.0,-1,10,38091,10.0,36,9,45,1587840903.7508118,16.24694561958313,2.7697513768840096,45.0,90.0,1.0,2.0
2020-04-25 18:55:30.556221+00:00,2000000d,QA0AACCAzJQKxwNm4n9zXTAY691oAKXaqGFm2jI=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-109,-7.5,-1,10,38092,10.0,40,9,49,1587840930.556221,26.80540919303894,1.6787656430063371,49.0,139.0,1.0,3.0
2020-04-25 18:55:37.753395+00:00,20000033,QDMAACCAkpYKScAoltBm+eC/uNaV1pVhjBU=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-109,-5.8,-1,10,38546,10.0,36,9,45,1587840937.7533948,7.197173833847046,6.808227942134953,45.0,184.0,1.0,4.0
2020-04-25 18:55:56.776965+00:00,20000034,QDQAACCAkpYKddtuuSw/dPuux2vkwtqiUYA=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-104,2.0,-1,10,38546,10.0,36,9,45,1587840956.7769651,19.02357029914856,2.3654865670517204,45.0,184.0,1.0,4.0
2020-04-25 18:56:30.531626+00:00,20000005,QAUAACCAzJQKufHuf7focq+StpyBytYcd0HG928=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-109,-6.5,-1,10,38092,10.0,40,9,49,1587840990.531626,33.754660844802856,1.3331492266179463,49.0,139.0,1.0,3.0
2020-04-25 18:56:31.747104+00:00,2000000b,QAsAACCAzJQKa9piWx8A2MnlE+dP0a2Tf7Jcm5E=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-105,-3.2,-1,10,38092,10.0,40,9,49,1587840991.747104,1.2154779434204102,40.31336007802147,49.0,188.0,1.0,4.0
